,Address,City,Name,Rating,State,ZipCode
3413,240 Shotwell St,San Francisco,Mission Neighborhood Health Center,2.5,CA,94110
3414,160 Capp St,San Francisco,Native American Health Center,3.5,CA,94110
3415,25 Van Ness Ave,San Francisco,Department of Public Health,5.0,CA,94102
3416,45 Castro St,San Francisco,California Pacific Medical Center,2.5,CA,94114
3417,100 Church St,San Francisco,AIDS Healthcare Foundation,2.5,CA,94114
3418,1932 Mission St,San Francisco,City Green MD,5.0,CA,94105
3419,45 Castro St,San Francisco,Plastic Surgery Institute of San Francisco,2.5,CA,94114
3420,,San Francisco,San Francisco General Hospital Medical Center,5.0,CA,94102
3421,1201 Fillmore St,San Francisco,Kaiser Permanente Services,4.0,CA,94115
3422,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
3423,101 Grove St,San Francisco,AITC Immunization & Travel Clinic,4.5,CA,94102
3424,730 Polk St,San Francisco,Asian & Pacific Islander Wellness Center,5.0,CA,94109
3425,50 Lech Walesa St,San Francisco,Tom Waddell Health Center,3.0,CA,94102
3426,601 Van Ness Avenue,San Francisco,Kaiser Permanente Medical Center San Francisco,2.5,CA,94102
3427,One Daniel Burnham Ct,San Francisco,"Melinda Scully, MD",5.0,CA,94109
3428,1 Daniel Burnham Ct,San Francisco,UCSF Medical Center,4.5,CA,94109
3429,,San Francisco,San Francisco General Hospital Medical Center,5.0,CA,94102
3430,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
3431,2300 California Street,San Francisco,California Pacific Medical Center,1.5,CA,94115
3432,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3433,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3434,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3435,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3436,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3437,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3438,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3439,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3440,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3441,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3442,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3443,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3444,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3445,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3446,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
3447,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3448,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
3449,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
3450,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
3451,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3452,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
3453,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
3454,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3455,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
3456,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
3457,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3458,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3459,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3460,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
3461,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
3462,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3463,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
3464,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3465,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
3466,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3467,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3468,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3469,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3470,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3471,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
3472,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
3473,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3474,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3475,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3476,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3477,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3478,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3479,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
3480,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
3481,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3482,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3483,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3484,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3485,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3486,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3487,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
3488,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3489,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
3490,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
3491,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
3492,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3493,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
3494,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
3495,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3496,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
3497,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
3498,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3499,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3500,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3501,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
3502,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
3503,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3504,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
3505,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3506,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
3507,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3508,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3509,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3510,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3511,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3512,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
3513,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
3514,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3515,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3516,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3517,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3518,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3519,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3520,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
3521,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
3522,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3523,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3524,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3525,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3526,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3527,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3528,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
3529,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3530,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
3531,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
3532,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
3533,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3534,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
3535,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
3536,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3537,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
3538,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
3539,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3540,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3541,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3542,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
3543,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
3544,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3545,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
3546,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3547,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
3548,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3549,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3550,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3551,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3552,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3553,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
3554,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
3555,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3556,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3557,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3558,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3559,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3560,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3561,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
3562,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
3563,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3564,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3565,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3566,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3567,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3568,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3569,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3570,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3571,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3572,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3573,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3574,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3575,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3576,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3577,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3578,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3579,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
3580,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3581,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
3582,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
3583,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
3584,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
3585,124 NE 181st Ave,Portland,The Wallace Medical Concern,1.5,OR,97230
3586,13518 SE 97th Ave,Clackamas,Northwest Sleep Health,4.0,OR,97015
3587,1500 Division St,Oregon City,Providence Williamette Falls Medical Center,2.5,OR,97045
3588,2020 SE 182nd Ave,Gresham,Rockwood Community Health Center,1.0,OR,97233
3589,12100 SE Stevens Ct,Clackamas,Kaiser Permanente Clackamas Eye Care,3.5,OR,97086
3590,9800 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Scott Medical Office,2.5,OR,97015
3591,4160 NE Sandy Blvd,Portland,Portland Urgent Care,4.0,OR,97212
3592,902 SE 164th Ave,Vancouver,ZOOM+Care - Mill Plain,4.5,WA,98683
3593,1508 Division St,Oregon City,Northwest Primary Care - Oregon City,5.0,OR,97045
3594,10100 SE Sunnyside Road,Clackamas,Kaiser Permanente Mt. Talbert Medical Office,2.0,OR,97015
3595,12710 SE Division St,Portland,Multnomah County Health Department,4.0,OR,97236
3596,4805 NE Glisan St,Portland,Providence Portland Medical Center,4.0,OR,97213
3597,8935 SE Powell Blvd,Portland,Rosewood Family Health Center,2.5,OR,97266
3598,3325 SE Hawthorne Blvd,Portland,ZOOM+Care - Hawthorne District,4.0,OR,97214
3599,1700 NE 102nd Ave,Portland,Kaiser Permanente Gateway Medical Office,2.5,OR,97220
3600,10201 SE Main Street,Portland,Adventist Health Medical Group Portland Lung Clinic,4.0,OR,97216
3601,3231 SE 50th,Portland,Planned Parenthood - SE Portland Center,3.0,OR,97206
3602,7033 NE Sandy Blvd,Portland,AFC Urgent Care,3.0,OR,97213
3603,5847 NE 122nd Ave,Portland,The Portland Clinic - Columbia,3.0,OR,97220
3604,5050 NE Hoyt St,Portland,The Oregon Clinic,3.0,OR,97213
3605,1111 NE 99th Ave,Portland,Providence Heart Clinic at The Oregon,5.0,OR,97220
3606,819 NE 47th Avenue,Portland,Providence Cancer Center,4.0,OR,97213
3607,305 SE Chkalov Dr,Vancouver,Legacy-GoHealth Urgent Care - Cascade Park,4.5,WA,98683
3608,12029 NE Glenn Widing Dr,Portland,Apria Healthcare,1.5,OR,97220
3609,203 SE Park Plaza Dr Suite 140,Vancouver,Kaiser Permanente Mill Plain One Medical Office,5.0,WA,98684
3610,7410 Delaware Ln,Vancouver,Sea-Mar Community Health Center,2.0,WA,98664
3611,5050 NE Hoyt St,Portland,Providence Medical Group-Cascade,1.5,OR,97213
3612,2722 NE 33rd Ave,Portland,Northwest Surrogacy Center,1.0,OR,97212
3613,11803 SE Mill Plain Blvd,Vancouver,CSL Plasma,1.0,WA,98684
3614,4610 NE 77th Ave,Vancouver,Passport Health,2.5,WA,98662
3615,9430 NE Vancouver Mall Dr,Vancouver,Man Alive,5.0,WA,98662
3616,336 W Black Butte Blvd,Redmond,The Ross Clinic,5.0,OR,97756
3617,1501 NE Medical Center Dr,Bend,Bend Memorial Clinic,3.5,OR,97701
3618,1253 NW Canal Blvd,Redmond,St Charles Medical Center-Redmond,5.0,OR,97756
3619,1302 NE 3rd St,Bend,Mountain Medical Immediate Care,4.5,OR,97701
3620,865 SW Veterans Way,Redmond,Bend Memorial Clinic,1.0,OR,97756
3621,2088 NE Kim Ln,Bend,St Charles Medical Center - Bend,5.0,OR,97701
3622,1501 NE Medical Ctr Dr,Bend,Bend Memorial Clinic,2.5,OR,97701
3623,2084 NE Professional Ct.,Bend,Mosaic Medical,2.5,OR,97701
3624,61535 S Hwy 97,Bend,Coffman Vision Clinic,5.0,OR,97702
3625,464 NE Norton Ave,Bend,Center For Integrative Medicine,5.0,OR,97701
3626,3450 3rd St,San Francisco,Bayview Child Health Center,5.0,CA,94124
3627,601 Cesar Chavez St,San Francisco,Rafiki Wellness,5.0,CA,94124
3628,1050 Wisconsin St,San Francisco,Potrero Hill Health Center,2.5,CA,94107
3629,2574 San Bruno Ave,San Francisco,North East Medical Services - Portola,3.0,CA,94134
3630,1525 Silver Ave,San Francisco,Silver Avenue Family Health Center,2.5,CA,94134
3631,625 Potrero Ave,San Francisco,New Generation Health Center,4.0,CA,94110
3632,Bldg 4,San Francisco,Avon Comprehensive Breast Center,5.0,CA,94110
3633,1500 Owens St,San Francisco,UCSF Orthopaedic Institute,3.0,CA,94158
3634,California Chiropractic Center,San Francisco,SOMA Healing Collective,1.5,CA,94107
3635,1734 Mission St,San Francisco,Rock Medicine,5.0,CA,94117
3636,1647 Valencia Street,San Francisco,Valencia Health Services,4.0,CA,94110
3637,1640 Valencia St,San Francisco,St Luke's Pediatric Center,2.5,CA,94110
3638,1275 Harrison St,San Francisco,Salvation Army Harbor Light Center,3.5,CA,94103
3639,50 Lech Walesa St,San Francisco,Tom Waddell Health Center,3.0,CA,94102
3640,153 Townsend St,San Francisco,Brown and Toland Medical Group,2.0,CA,94107
3641,1932 Mission St,San Francisco,City Green MD,5.0,CA,94105
3642,915 Bryant St,San Francisco,Fort Help Methadone Program,1.0,CA,94103
3643,1380 Howard St,San Francisco,OBOT Buprenorphine Induction Clinic,5.0,CA,94103
3644,100 Church St,San Francisco,AIDS Healthcare Foundation,2.5,CA,94114
3645,490 Post St,San Francisco,Helix Mobile Wellness And Research,5.0,CA,94102
3646,36860 Industrial Way,Sandy,Legacy Medical Group-Firwood,2.0,OR,97055
3647,2850 SE Powell Valley Rd,Gresham,Legacy-GoHealth Urgent Care - Gresham,2.5,OR,97045
3648,440 NW Division St,Gresham,Providence Medical Group,4.0,OR,97030
3649,2075 NE Division St,Gresham,Rose City Urgent Care and Family Practice,1.5,OR,97030
3650,831 NW Council Dr,Gresham,Columbia Pain and Spine Institute,3.0,OR,97030
3651,24076 SE Stark,Gresham,Center For Men's & Women's Urology,1.0,OR,97030
3652,10180 SE Sunnyside Rd,Clackamas,Kaiser Permanente Brookside Center,2.5,OR,97015
3653,1111 NE 99th Ave,Portland,The Oregon Clinic,3.5,OR,97220
3654,1900 SE McLoughlin Blvd,Oregon City,Legacy-GoHealth Urgent Care - Oregon City,4.0,OR,97045
3655,9290 SE Sunnybrook Blvd,Clackamas,Providence Clackamas Medical Plaza,4.5,OR,97015
